yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.01 (213) 02:45:11  NaN     NaN     NaN  
2017.08.01 (213) 02:49:59  NaN     NaN     NaN  
2017.08.01 (213) 02:55:23  NaN     NaN     NaN  
2017.08.01 (213) 03:00:11  NaN     NaN     NaN  
2017.08.01 (213) 03:04:59  NaN     NaN     NaN  
2017.08.01 (213) 03:10:23  NaN     NaN     NaN  
2017.08.01 (213) 03:15:11  NaN     NaN     NaN  
2017.08.01 (213) 03:19:59  NaN     NaN     NaN  
2017.08.01 (213) 03:25:23  NaN     NaN     NaN  
2017.08.01 (213) 03:30:11  NaN     NaN     NaN  
2017.08.01 (213) 03:34:59  NaN     NaN     NaN  
2017.08.01 (213) 03:40:23  NaN     NaN     NaN  
2017.08.01 (213) 03:45:11  NaN     NaN     NaN  
2017.08.01 (213) 03:49:59  NaN     NaN     NaN  
2017.08.01 (213) 03:55:23  NaN     NaN     NaN  
2017.08.01 (213) 04:00:11  NaN     NaN     NaN  
2017.08.01 (213) 04:04:59  NaN     NaN     NaN  
2017.08.01 (213) 04:10:23  NaN     NaN     NaN  
2017.08.01 (213) 04:15:11  NaN     NaN     NaN  
2017.08.01 (213) 04:19:59  NaN     NaN     NaN  
2017.08.01 (213) 04:25:23  NaN     NaN     NaN  
2017.08.01 (213) 04:30:11  NaN     NaN     NaN  
2017.08.01 (213) 04:34:59  NaN     NaN     NaN  
2017.08.01 (213) 04:40:23  NaN     NaN     NaN  
2017.08.01 (213) 04:45:11  NaN     NaN     NaN  
2017.08.01 (213) 04:49:59  NaN     NaN     NaN  
2017.08.01 (213) 04:55:23  NaN     NaN     NaN  
2017.08.01 (213) 05:00:11  NaN     NaN     NaN  
2017.08.01 (213) 05:04:59  NaN     NaN     NaN  
2017.08.01 (213) 05:10:23  NaN     NaN     NaN  
2017.08.01 (213) 05:15:11  NaN     NaN     NaN  
2017.08.01 (213) 05:19:59  NaN     NaN     NaN  
2017.08.01 (213) 05:25:23  NaN     NaN     NaN  
2017.08.01 (213) 05:30:11  NaN     NaN     NaN  
2017.08.01 (213) 05:34:59  NaN     NaN     NaN  
2017.08.01 (213) 05:40:23  NaN     NaN     NaN  
2017.08.01 (213) 05:45:11  NaN     NaN     NaN  
2017.08.01 (213) 05:49:59  NaN     NaN     NaN  
2017.08.01 (213) 05:55:23  NaN     NaN     NaN  
2017.08.01 (213) 06:00:11  NaN     NaN     NaN  
2017.08.01 (213) 06:04:59  NaN     NaN     NaN  
2017.08.01 (213) 06:10:23  NaN     NaN     NaN  
2017.08.01 (213) 06:15:11  NaN     NaN     NaN  
2017.08.01 (213) 06:19:59  NaN     NaN     NaN  
2017.08.01 (213) 06:25:23  NaN     NaN     NaN  
2017.08.01 (213) 06:30:11  NaN     NaN     NaN  
2017.08.01 (213) 06:34:59  NaN     NaN     NaN  
2017.08.01 (213) 06:40:23  NaN     NaN     NaN  
2017.08.01 (213) 06:45:11  NaN     NaN     NaN  
2017.08.01 (213) 06:49:59  NaN     NaN     NaN  
2017.08.01 (213) 06:55:23  NaN     NaN     NaN  
2017.08.01 (213) 07:00:11  NaN     NaN     NaN  
2017.08.01 (213) 07:04:59  NaN     NaN     NaN  
2017.08.01 (213) 07:10:23  NaN     NaN     NaN  
2017.08.01 (213) 07:15:11  NaN     NaN     NaN  
2017.08.01 (213) 07:19:59  NaN     NaN     NaN  
2017.08.01 (213) 07:25:23  NaN     NaN     NaN  
2017.08.01 (213) 07:30:11  NaN     NaN     NaN  
2017.08.01 (213) 07:34:59  NaN     NaN     NaN  
2017.08.01 (213) 07:40:23  NaN     NaN     NaN  
2017.08.01 (213) 07:45:11  NaN     NaN     NaN  
2017.08.01 (213) 07:49:59  NaN     NaN     NaN  
2017.08.01 (213) 07:55:23  NaN     NaN     NaN  
2017.08.01 (213) 08:00:11  NaN     NaN     NaN  
2017.08.01 (213) 08:04:59  NaN     NaN     NaN  
2017.08.01 (213) 08:10:23  NaN     NaN     NaN  
2017.08.01 (213) 08:15:11  NaN     NaN     NaN  
2017.08.01 (213) 08:19:59  NaN     NaN     NaN  
2017.08.01 (213) 08:25:23  NaN     NaN     NaN  
2017.08.01 (213) 08:30:11  NaN     NaN     NaN  
2017.08.01 (213) 08:34:59  NaN     NaN     NaN  
2017.08.01 (213) 08:40:23  NaN     NaN     NaN  
2017.08.01 (213) 08:45:11  NaN     NaN     NaN  
2017.08.01 (213) 08:49:59  NaN     NaN     NaN  
2017.08.01 (213) 08:55:23  NaN     NaN     NaN  
2017.08.01 (213) 09:00:11  NaN     NaN     NaN  
2017.08.01 (213) 09:04:59  NaN     NaN     NaN  
2017.08.01 (213) 09:10:23  NaN     NaN     NaN  
2017.08.01 (213) 09:15:11  NaN     NaN     NaN  
2017.08.01 (213) 09:19:59  NaN     NaN     NaN  
2017.08.01 (213) 09:25:23  NaN     NaN     NaN  
2017.08.01 (213) 09:30:11  NaN     NaN     NaN  
2017.08.01 (213) 09:34:59  NaN     NaN     NaN  
2017.08.01 (213) 09:40:23  NaN     NaN     NaN  
2017.08.01 (213) 09:45:11  NaN     NaN     NaN  
2017.08.01 (213) 09:49:59    2.8   244.0   265.0
2017.08.01 (213) 09:55:23    3.1   234.0   255.0
2017.08.01 (213) 10:00:11    3.5   236.0   252.0
2017.08.01 (213) 10:04:59    3.7   234.0   249.0
2017.08.01 (213) 10:10:23    3.9   234.0   247.0
2017.08.01 (213) 10:15:11    4.2   236.0   244.0
2017.08.01 (213) 10:19:59    4.5   231.0   244.0
2017.08.01 (213) 10:25:23    4.5   229.0   239.0
2017.08.01 (213) 10:30:11    4.6   234.0   242.0
2017.08.01 (213) 10:34:59    4.6   229.0   239.0
2017.08.01 (213) 10:40:23    4.7   236.0   244.0
2017.08.01 (213) 10:45:11    4.8   234.0   249.0
2017.08.01 (213) 10:49:59    4.9   231.0   257.0
2017.08.01 (213) 10:55:23    5.2   231.0   257.0
2017.08.01 (213) 11:00:11    5.2   226.0   257.0
2017.08.01 (213) 11:04:59  NaN     NaN     NaN  
2017.08.01 (213) 11:10:23    5.3   221.0   249.0
2017.08.01 (213) 11:15:11    5.3   218.0   255.0
2017.08.01 (213) 11:19:59    5.3   221.0   255.0
2017.08.01 (213) 11:25:23    5.2   229.0   252.0
2017.08.01 (213) 11:30:11    5.2   218.0   260.0
2017.08.01 (213) 11:34:59    5.1   213.0   262.0
2017.08.01 (213) 11:40:23    5.2   216.0   265.0
2017.08.01 (213) 11:45:11    5.2   213.0   265.0
2017.08.01 (213) 11:49:59    5.2   218.0   252.0
2017.08.01 (213) 11:55:23    5.1   223.0   252.0
2017.08.01 (213) 12:00:11  NaN     NaN     NaN  
2017.08.01 (213) 12:04:59  NaN     NaN     NaN  
2017.08.01 (213) 12:10:23  NaN     NaN     NaN  
2017.08.01 (213) 12:15:11  NaN     NaN     NaN  
2017.08.01 (213) 12:19:59  NaN     NaN     NaN  
2017.08.01 (213) 12:25:23  NaN     NaN     NaN  
2017.08.01 (213) 12:30:11  NaN     NaN     NaN  
2017.08.01 (213) 12:34:59  NaN     NaN     NaN  
2017.08.01 (213) 12:40:23  NaN     NaN     NaN  
2017.08.01 (213) 12:45:11  NaN     NaN     NaN  
2017.08.01 (213) 12:49:59  NaN     NaN     NaN  
2017.08.01 (213) 12:55:23  NaN     NaN     NaN  
2017.08.01 (213) 13:00:11  NaN     NaN     NaN  
2017.08.01 (213) 13:04:59  NaN     NaN     NaN  
2017.08.01 (213) 13:10:23  NaN     NaN     NaN  
2017.08.01 (213) 13:15:11  NaN     NaN     NaN  
2017.08.01 (213) 13:19:59  NaN     NaN     NaN  
2017.08.01 (213) 13:25:23  NaN     NaN     NaN  
2017.08.01 (213) 13:30:11  NaN     NaN     NaN  
2017.08.01 (213) 13:34:59  NaN     NaN     NaN  
2017.08.01 (213) 13:40:23  NaN     NaN     NaN  
2017.08.01 (213) 13:45:11  NaN     NaN     NaN  
2017.08.01 (213) 13:49:59  NaN     NaN     NaN  
2017.08.01 (213) 13:55:23  NaN     NaN     NaN  
2017.08.01 (213) 14:00:11  NaN     NaN     NaN  
2017.08.01 (213) 14:04:59  NaN     NaN     NaN  
2017.08.01 (213) 14:10:23  NaN     NaN     NaN  
2017.08.01 (213) 14:15:11  NaN     NaN     NaN  
2017.08.01 (213) 14:19:59  NaN     NaN     NaN  
2017.08.01 (213) 14:25:23  NaN     NaN     NaN  
2017.08.01 (213) 14:30:11  NaN     NaN     NaN  
2017.08.01 (213) 14:34:59  NaN     NaN     NaN  
2017.08.01 (213) 14:40:23  NaN     NaN     NaN  
2017.08.01 (213) 14:45:11  NaN     NaN     NaN  
2017.08.01 (213) 14:49:59  NaN     NaN     NaN  
2017.08.01 (213) 14:55:23  NaN     NaN     NaN  
2017.08.01 (213) 15:00:11  NaN     NaN     NaN  
2017.08.01 (213) 15:04:59  NaN     NaN     NaN  
2017.08.01 (213) 15:10:23  NaN     NaN     NaN  
2017.08.01 (213) 15:15:11  NaN     NaN     NaN  
2017.08.01 (213) 15:19:59  NaN     NaN     NaN  
2017.08.01 (213) 15:25:23  NaN     NaN     NaN  
2017.08.01 (213) 15:30:11  NaN     NaN     NaN  
2017.08.01 (213) 15:34:59  NaN     NaN     NaN  
2017.08.01 (213) 15:40:23  NaN     NaN     NaN  
2017.08.01 (213) 15:45:11  NaN     NaN     NaN  
2017.08.01 (213) 15:49:59  NaN     NaN     NaN  
2017.08.01 (213) 15:55:23  NaN     NaN     NaN  
2017.08.01 (213) 16:00:11  NaN     NaN     NaN  
2017.08.01 (213) 16:04:59  NaN     NaN     NaN  
2017.08.01 (213) 16:10:23  NaN     NaN     NaN  
2017.08.01 (213) 16:15:11  NaN     NaN     NaN  
2017.08.01 (213) 16:19:59  NaN     NaN     NaN  
2017.08.01 (213) 16:25:23  NaN     NaN     NaN  
2017.08.01 (213) 16:30:11  NaN     NaN     NaN  
2017.08.01 (213) 16:34:59  NaN     NaN     NaN  
2017.08.01 (213) 16:40:23  NaN     NaN     NaN  
2017.08.01 (213) 16:45:11  NaN     NaN     NaN  
2017.08.01 (213) 16:49:59  NaN     NaN     NaN  
2017.08.01 (213) 16:55:23  NaN     NaN     NaN  
2017.08.01 (213) 17:00:11  NaN     NaN     NaN  
2017.08.01 (213) 17:04:59  NaN     NaN     NaN  
2017.08.01 (213) 17:10:23  NaN     NaN     NaN  
2017.08.01 (213) 17:15:11  NaN     NaN     NaN  
2017.08.01 (213) 17:19:59  NaN     NaN     NaN  
2017.08.01 (213) 17:25:23  NaN     NaN     NaN  
2017.08.01 (213) 17:30:11  NaN     NaN     NaN  
2017.08.01 (213) 17:34:59  NaN     NaN     NaN  
2017.08.01 (213) 17:40:23  NaN     NaN     NaN  
2017.08.01 (213) 17:45:11  NaN     NaN     NaN  
2017.08.01 (213) 17:49:59  NaN     NaN     NaN  
2017.08.01 (213) 17:55:23  NaN     NaN     NaN  
2017.08.01 (213) 18:00:11  NaN     NaN     NaN  
2017.08.01 (213) 18:04:59  NaN     NaN     NaN  
2017.08.01 (213) 18:10:23  NaN     NaN     NaN  
2017.08.01 (213) 18:15:11  NaN     NaN     NaN  
2017.08.01 (213) 18:19:59    5.3   234.0   330.0
2017.08.01 (213) 18:25:23  NaN     NaN     NaN  
2017.08.01 (213) 18:30:11  NaN     NaN     NaN  
2017.08.01 (213) 18:34:59  NaN     NaN     NaN  
2017.08.01 (213) 18:40:23  NaN     NaN     NaN  
2017.08.01 (213) 18:45:11    5.4   223.0   304.0
2017.08.01 (213) 18:49:59    5.4   218.0   304.0
2017.08.01 (213) 18:55:23    5.4   229.0   306.0
2017.08.01 (213) 19:00:11    5.4   236.0   325.0
2017.08.01 (213) 19:04:59    5.4   236.0   319.0
2017.08.01 (213) 19:10:23  NaN     NaN     NaN  
2017.08.01 (213) 19:15:11    5.6   226.0   319.0
2017.08.01 (213) 19:19:59    5.8   257.0   304.0
2017.08.01 (213) 19:25:23    5.8   265.0   296.0
2017.08.01 (213) 19:30:11    5.7   275.0   286.0
2017.08.01 (213) 19:34:59    5.8   273.0   283.0
2017.08.01 (213) 19:40:23    5.8   249.0   280.0
2017.08.01 (213) 19:45:11    5.9   257.0   278.0
2017.08.01 (213) 19:49:59    5.9   260.0   273.0
2017.08.01 (213) 19:55:23    5.8   244.0   270.0
2017.08.01 (213) 20:00:11    5.9   242.0   260.0
2017.08.01 (213) 20:04:59    5.8   249.0   260.0
2017.08.01 (213) 20:10:23    5.7   247.0   257.0
2017.08.01 (213) 20:15:11    5.7   255.0   265.0
2017.08.01 (213) 20:19:59    5.8   255.0   262.0
2017.08.01 (213) 20:25:23    5.9   252.0   255.0
2017.08.01 (213) 20:30:11    5.8   239.0   247.0
2017.08.01 (213) 20:34:59    5.7   236.0   244.0
2017.08.01 (213) 20:40:23    5.7   231.0   239.0
2017.08.01 (213) 20:45:11    5.8   234.0   239.0
2017.08.01 (213) 20:49:59    5.6   229.0   236.0
2017.08.01 (213) 20:55:23    5.4   229.0   231.0
2017.08.01 (213) 21:00:11    5.2   221.0   231.0
2017.08.01 (213) 21:04:59    4.9   218.0   231.0
2017.08.01 (213) 21:10:23    4.7   216.0   234.0
2017.08.01 (213) 21:15:11    4.4   218.0   234.0
2017.08.01 (213) 21:19:59    4.4   213.0   249.0
2017.08.01 (213) 21:25:23    4.4   221.0   265.0
2017.08.01 (213) 21:30:11    4.3   229.0   275.0
2017.08.01 (213) 21:34:59    4.3   231.0   273.0
2017.08.01 (213) 21:40:23    4.2   239.0   270.0
2017.08.01 (213) 21:45:11    4.3   236.0   280.0
2017.08.01 (213) 21:49:59    4.4   242.0   275.0
2017.08.01 (213) 21:55:23    4.7   247.0   291.0
2017.08.01 (213) 22:00:11    4.5   236.0   278.0
2017.08.01 (213) 22:04:59    4.4   236.0   267.0
2017.08.01 (213) 22:10:23    4.6   231.0   262.0
2017.08.01 (213) 22:15:11    4.7   229.0   260.0
2017.08.01 (213) 22:19:59    4.8   223.0   265.0
2017.08.01 (213) 22:25:23    4.8   223.0   257.0
2017.08.01 (213) 22:30:11    4.9   223.0   249.0
2017.08.01 (213) 22:34:59    4.8   216.0   244.0
2017.08.01 (213) 22:40:23    4.8   218.0   242.0
2017.08.01 (213) 22:45:11    4.7   213.0   236.0
2017.08.01 (213) 22:49:59    4.6   208.0   236.0
2017.08.01 (213) 22:55:23    4.5   208.0   231.0
2017.08.01 (213) 23:00:11    4.7   208.0   244.0
2017.08.01 (213) 23:04:59    4.2   210.0   236.0
2017.08.01 (213) 23:10:23    4.2   210.0   242.0
2017.08.01 (213) 23:15:11    4.3   210.0   244.0
2017.08.01 (213) 23:19:59    4.1   210.0   239.0
2017.08.01 (213) 23:25:23    3.9   208.0   239.0
2017.08.01 (213) 23:30:11    3.8   210.0   242.0
2017.08.01 (213) 23:34:59    3.7   208.0   239.0
2017.08.01 (213) 23:40:23    3.6   210.0   236.0
2017.08.01 (213) 23:45:11    3.6   213.0   239.0
2017.08.01 (213) 23:49:59    3.5   216.0   236.0
2017.08.01 (213) 23:55:23    3.3   208.0   231.0
2017.08.02 (214) 00:00:11    3.2   208.0   231.0
2017.08.02 (214) 00:04:59    3.1   210.0   234.0
2017.08.02 (214) 00:10:23    3.1   213.0   236.0
2017.08.02 (214) 00:15:11    3.0   208.0   229.0
2017.08.02 (214) 00:19:59    2.7   203.0   229.0
2017.08.02 (214) 00:25:23    2.7   218.0   242.0
2017.08.02 (214) 00:30:11    2.6   216.0   236.0
2017.08.02 (214) 00:34:59    2.4   210.0   223.0
2017.08.02 (214) 00:40:23    2.3   216.0   242.0
2017.08.02 (214) 00:45:11    2.3   236.0   249.0
2017.08.02 (214) 00:49:59    2.3   231.0   249.0
2017.08.02 (214) 00:55:23    2.3   239.0   257.0
2017.08.02 (214) 01:00:11    2.3   255.0   275.0
2017.08.02 (214) 01:04:59    2.1   247.0   255.0
2017.08.02 (214) 01:10:23  NaN     NaN     NaN  
2017.08.02 (214) 01:15:11    2.1   239.0   257.0
2017.08.02 (214) 01:19:59  NaN     NaN     NaN  
2017.08.02 (214) 01:25:23  NaN     NaN     NaN  
2017.08.02 (214) 01:30:11  NaN     NaN     NaN  
2017.08.02 (214) 01:34:59  NaN     NaN     NaN  
2017.08.02 (214) 01:40:23  NaN     NaN     NaN  
2017.08.02 (214) 01:45:11  NaN     NaN     NaN  
2017.08.02 (214) 01:49:59  NaN     NaN     NaN  
2017.08.02 (214) 01:55:23  NaN     NaN     NaN  
2017.08.02 (214) 02:00:11    2.0   278.0   283.0
2017.08.02 (214) 02:04:59  NaN     NaN     NaN  
2017.08.02 (214) 02:10:23  NaN     NaN     NaN  
2017.08.02 (214) 02:15:11  NaN     NaN     NaN  
2017.08.02 (214) 02:19:59  NaN     NaN     NaN  
2017.08.02 (214) 02:25:23  NaN     NaN     NaN  
2017.08.02 (214) 02:30:11  NaN     NaN     NaN  
2017.08.02 (214) 02:34:59    2.0   260.0   270.0
2017.08.02 (214) 02:40:23  NaN     NaN     NaN  
2017.08.02 (214) 02:45:11    2.1   255.0   267.0
2017.08.02 (214) 02:49:59  NaN     NaN     NaN  
2017.08.02 (214) 02:55:23  NaN     NaN     NaN  
2017.08.02 (214) 03:00:11  NaN     NaN     NaN  
2017.08.02 (214) 03:04:59  NaN     NaN     NaN  
2017.08.02 (214) 03:10:23  NaN     NaN     NaN  
2017.08.02 (214) 03:15:11  NaN     NaN     NaN  
2017.08.02 (214) 03:19:59  NaN     NaN     NaN  
2017.08.02 (214) 03:25:23  NaN     NaN     NaN  
2017.08.02 (214) 03:30:11  NaN     NaN     NaN  
2017.08.02 (214) 03:34:59  NaN     NaN     NaN  
2017.08.02 (214) 03:40:23  NaN     NaN     NaN  
2017.08.02 (214) 03:45:11  NaN     NaN     NaN  
2017.08.02 (214) 03:49:59  NaN     NaN     NaN  
2017.08.02 (214) 03:55:23  NaN     NaN     NaN  
2017.08.02 (214) 04:00:11  NaN     NaN     NaN  
2017.08.02 (214) 04:04:59  NaN     NaN     NaN  
2017.08.02 (214) 04:10:23  NaN     NaN     NaN  
2017.08.02 (214) 04:15:11  NaN     NaN     NaN  
2017.08.02 (214) 04:19:59  NaN     NaN     NaN  
2017.08.02 (214) 04:25:23  NaN     NaN     NaN  
2017.08.02 (214) 04:30:11  NaN     NaN     NaN  
2017.08.02 (214) 04:34:59  NaN     NaN     NaN  
2017.08.02 (214) 04:40:23  NaN     NaN     NaN  
2017.08.02 (214) 04:45:11  NaN     NaN     NaN  
2017.08.02 (214) 04:49:59  NaN     NaN     NaN  
2017.08.02 (214) 04:55:23  NaN     NaN     NaN  
2017.08.02 (214) 05:00:11  NaN     NaN     NaN  
2017.08.02 (214) 05:04:59  NaN     NaN     NaN  
2017.08.02 (214) 05:10:23  NaN     NaN     NaN  
2017.08.02 (214) 05:15:11  NaN     NaN     NaN  
2017.08.02 (214) 05:19:59  NaN     NaN     NaN  
2017.08.02 (214) 05:25:23  NaN     NaN     NaN  
2017.08.02 (214) 05:30:11  NaN     NaN     NaN  
2017.08.02 (214) 05:34:59  NaN     NaN     NaN  
2017.08.02 (214) 05:40:23  NaN     NaN     NaN  
2017.08.02 (214) 05:45:11  NaN     NaN     NaN  
2017.08.02 (214) 05:49:59  NaN     NaN     NaN  
2017.08.02 (214) 05:55:23  NaN     NaN     NaN  
2017.08.02 (214) 06:00:11  NaN     NaN     NaN  
2017.08.02 (214) 06:04:59  NaN     NaN     NaN  
2017.08.02 (214) 06:10:23  NaN     NaN     NaN  
2017.08.02 (214) 06:15:11  NaN     NaN     NaN  
2017.08.02 (214) 06:19:59  NaN     NaN     NaN  
2017.08.02 (214) 06:25:23  NaN     NaN     NaN  
2017.08.02 (214) 06:30:11  NaN     NaN     NaN  
2017.08.02 (214) 06:34:59  NaN     NaN     NaN  
2017.08.02 (214) 06:40:23  NaN     NaN     NaN  
2017.08.02 (214) 06:45:11  NaN     NaN     NaN  
2017.08.02 (214) 06:49:59  NaN     NaN     NaN  
2017.08.02 (214) 06:55:23  NaN     NaN     NaN  
2017.08.02 (214) 07:00:11  NaN     NaN     NaN  
2017.08.02 (214) 07:04:59  NaN     NaN     NaN  
2017.08.02 (214) 07:10:23  NaN     NaN     NaN  
2017.08.02 (214) 07:15:11  NaN     NaN     NaN  
2017.08.02 (214) 07:19:59  NaN     NaN     NaN  
2017.08.02 (214) 07:25:23  NaN     NaN     NaN  
2017.08.02 (214) 07:30:11  NaN     NaN     NaN  
2017.08.02 (214) 07:34:59  NaN     NaN     NaN  
2017.08.02 (214) 07:40:23  NaN     NaN     NaN  
2017.08.02 (214) 07:45:11  NaN     NaN     NaN  
2017.08.02 (214) 07:49:59  NaN     NaN     NaN  
2017.08.02 (214) 07:55:23  NaN     NaN     NaN  
2017.08.02 (214) 08:00:11  NaN     NaN     NaN  
2017.08.02 (214) 08:04:59  NaN     NaN     NaN  
2017.08.02 (214) 08:10:23  NaN     NaN     NaN  
2017.08.02 (214) 08:15:11  NaN     NaN     NaN  
2017.08.02 (214) 08:19:59  NaN     NaN     NaN  
2017.08.02 (214) 08:25:23  NaN     NaN     NaN  
2017.08.02 (214) 08:30:11  NaN     NaN     NaN  
2017.08.02 (214) 08:34:59  NaN     NaN     NaN  
2017.08.02 (214) 08:40:23  NaN     NaN     NaN  
2017.08.02 (214) 08:45:11  NaN     NaN     NaN  
2017.08.02 (214) 08:49:59  NaN     NaN     NaN  
2017.08.02 (214) 08:55:23  NaN     NaN     NaN  
2017.08.02 (214) 09:00:11  NaN     NaN     NaN  
2017.08.02 (214) 09:04:59  NaN     NaN     NaN  
2017.08.02 (214) 09:10:23  NaN     NaN     NaN  
2017.08.02 (214) 09:15:11  NaN     NaN     NaN  
2017.08.02 (214) 09:19:59  NaN     NaN     NaN  
2017.08.02 (214) 09:25:23  NaN     NaN     NaN  
2017.08.02 (214) 09:30:11  NaN     NaN     NaN  
2017.08.02 (214) 09:34:59  NaN     NaN     NaN  
2017.08.02 (214) 09:40:23  NaN     NaN     NaN  
2017.08.02 (214) 09:45:11    2.6   244.0   260.0
2017.08.02 (214) 09:49:59    2.9   239.0   252.0
2017.08.02 (214) 09:55:23    3.2   231.0   242.0
2017.08.02 (214) 10:00:11    3.5   223.0   239.0
2017.08.02 (214) 10:04:59    3.7   226.0   239.0
2017.08.02 (214) 10:10:23    3.9   221.0   231.0
2017.08.02 (214) 10:15:11    4.0   213.0   231.0
2017.08.02 (214) 10:19:59    4.0   221.0   234.0
2017.08.02 (214) 10:25:23    4.0   218.0   231.0
2017.08.02 (214) 10:30:11    4.2   216.0   242.0
2017.08.02 (214) 10:34:59    4.3   229.0   244.0
2017.08.02 (214) 10:40:23    4.4   218.0   244.0
2017.08.02 (214) 10:45:11    4.5   218.0   244.0
2017.08.02 (214) 10:49:59    4.4   216.0   242.0
2017.08.02 (214) 10:55:23    4.6   216.0   247.0
2017.08.02 (214) 11:00:11    4.5   223.0   247.0
2017.08.02 (214) 11:04:59    4.5   226.0   244.0
2017.08.02 (214) 11:10:23    4.5   229.0   249.0
2017.08.02 (214) 11:15:11    4.5   226.0   249.0
2017.08.02 (214) 11:19:59    4.7   218.0   257.0
2017.08.02 (214) 11:25:23    4.7   223.0   255.0
2017.08.02 (214) 11:30:11    4.7   223.0   257.0
2017.08.02 (214) 11:34:59    4.7   226.0   278.0
2017.08.02 (214) 11:40:23    4.9   218.0   280.0
2017.08.02 (214) 11:45:11    5.0   210.0   275.0
2017.08.02 (214) 11:49:59    5.1   208.0   265.0
2017.08.02 (214) 11:55:23    5.1   216.0   275.0
2017.08.02 (214) 12:00:11    5.1   218.0   278.0
2017.08.02 (214) 12:04:59    5.1   218.0   283.0
2017.08.02 (214) 12:10:23    5.2   223.0   283.0
2017.08.02 (214) 12:15:11    5.1   221.0   299.0
2017.08.02 (214) 12:19:59    5.2   221.0   299.0
2017.08.02 (214) 12:25:23    5.4   218.0   286.0
2017.08.02 (214) 12:30:11    5.4   216.0   291.0
2017.08.02 (214) 12:34:59    5.4   221.0   291.0
2017.08.02 (214) 12:40:23    5.4   216.0   291.0
2017.08.02 (214) 12:45:11    5.4   210.0   293.0
2017.08.02 (214) 12:49:59    5.6   205.0   280.0
2017.08.02 (214) 12:55:23    5.6   208.0   280.0
2017.08.02 (214) 13:00:11    5.5   208.0   278.0
2017.08.02 (214) 13:04:59    5.6   205.0   275.0
2017.08.02 (214) 13:10:23  NaN     NaN     NaN  
2017.08.02 (214) 13:15:11    5.4   203.0   288.0
2017.08.02 (214) 13:19:59    5.3   200.0   291.0
2017.08.02 (214) 13:25:23  NaN     NaN     NaN  
2017.08.02 (214) 13:30:11    5.2   200.0   317.0
2017.08.02 (214) 13:34:59    5.3   200.0   319.0
2017.08.02 (214) 13:40:23  NaN     NaN     NaN  
2017.08.02 (214) 13:45:11    5.5   203.0   NaN  
2017.08.02 (214) 13:49:59    5.4   200.0   330.0
2017.08.02 (214) 13:55:23    5.4   203.0   314.0
2017.08.02 (214) 14:00:11    5.5   203.0   317.0
2017.08.02 (214) 14:04:59    5.5   205.0   312.0
2017.08.02 (214) 14:10:23    5.6   203.0   301.0
2017.08.02 (214) 14:15:11    5.5   203.0   291.0
2017.08.02 (214) 14:19:59    5.4   200.0   299.0
2017.08.02 (214) 14:25:23  NaN     NaN     NaN  
2017.08.02 (214) 14:30:11  NaN     NaN     NaN  
2017.08.02 (214) 14:34:59  NaN     NaN     NaN  
2017.08.02 (214) 14:40:23  NaN     NaN     NaN  
2017.08.02 (214) 14:45:11  NaN     NaN     NaN  
2017.08.02 (214) 14:49:59  NaN     NaN     NaN  
2017.08.02 (214) 14:55:23  NaN     NaN     NaN  
2017.08.02 (214) 15:00:11    5.2   205.0   NaN  
